"","ID","speakerID","condition","VAS","relVAS"
"3521","L80","PB","ClearMask",94,NA
"3522","L80","PB","ConvMask",98,NA
"3523","L80","PB","ConvNoMask",100,NA
"3524","L80","PB","ClearMask",100,NA
"3525","L80","PB","ConvMask",100,NA
"3526","L80","PB","ConvNoMask",100,NA
"3527","L81","BR","ClearMask",79,NA
"3528","L81","BR","ConvMask",81,NA
"3529","L81","BR","ConvNoMask",84,NA
"3530","L81","BR","ClearMask",88,NA
"3531","L81","BR","ConvMask",87,NA
"3532","L81","BR","ConvNoMask",88,NA
"3533","L81","BR","ClearMask",89,NA
"3534","L81","BR","ConvMask",89,NA
"3535","L81","BR","ConvNoMask",100,NA
"3536","L81","BR","ClearMask",83,78
"3537","L81","BR","ConvMask",95,100
"3538","L81","BR","ConvNoMask",90,88
"3539","L81","BR","ClearMask",88,NA
"3540","L81","BR","ConvMask",91,NA
"3541","L81","BR","ConvNoMask",100,NA
"3542","L81","MaG","ClearMask",74,NA
"3543","L81","MaG","ConvMask",91,NA
"3544","L81","MaG","ConvNoMask",79,NA
"3545","L81","MaG","ClearMask",94,100
"3546","L81","MaG","ConvMask",72,100
"3547","L81","MaG","ConvNoMask",94,100
"3548","L81","MaG","ClearMask",91,NA
"3549","L81","MaG","ConvMask",100,NA
"3550","L81","MaG","ConvNoMask",100,NA
"3551","L81","MaG","ClearMask",86,NA
"3552","L81","MaG","ConvMask",63,NA
"3553","L81","MaG","ConvNoMask",85,NA
"3554","L81","MaG","ClearMask",88,NA
"3555","L81","MaG","ConvMask",78,NA
"3556","L81","MaG","ConvNoMask",89,NA
"3557","L81","SK","ClearMask",95,NA
"3558","L81","SK","ConvMask",82,NA
"3559","L81","SK","ConvNoMask",99,NA
"3560","L81","SK","ClearMask",96,80
"3561","L81","SK","ConvMask",84,74
"3562","L81","SK","ConvNoMask",100,100
"3563","L81","SK","ClearMask",100,NA
"3564","L81","SK","ConvMask",99,NA
"3565","L81","SK","ConvNoMask",100,NA
"3566","L81","SK","ClearMask",98,NA
"3567","L81","SK","ConvMask",90,NA
"3568","L81","SK","ConvNoMask",99,NA
"3569","L81","SK","ClearMask",94,NA
"3570","L81","SK","ConvMask",94,NA
"3571","L81","SK","ConvNoMask",100,NA
"3572","L82","BR","ClearMask",92,NA
"3573","L82","BR","ConvMask",84,NA
"3574","L82","BR","ConvNoMask",93,NA
"3575","L82","BR","ClearMask",90,NA
"3576","L82","BR","ConvMask",93,NA
"3577","L82","BR","ConvNoMask",89,NA
"3578","L82","BR","ClearMask",93,94
"3579","L82","BR","ConvMask",88,94
"3580","L82","BR","ConvNoMask",93,95
"3581","L82","BR","ClearMask",97,NA
"3582","L82","BR","ConvMask",99,NA
"3583","L82","BR","ConvNoMask",94,NA
"3584","L82","BR","ClearMask",92,NA
"3585","L82","BR","ConvMask",95,NA
"3586","L82","BR","ConvNoMask",99,NA
"3587","L82","MeG","ClearMask",92,NA
"3588","L82","MeG","ConvMask",100,NA
"3589","L82","MeG","ConvNoMask",91,NA
"3590","L82","MeG","ClearMask",91,NA
"3591","L82","MeG","ConvMask",59,NA
"3592","L82","MeG","ConvNoMask",100,NA
"3593","L82","MeG","ClearMask",91,NA
"3594","L82","MeG","ConvMask",95,NA
"3595","L82","MeG","ConvNoMask",100,NA
"3596","L82","MeG","ClearMask",100,96
"3597","L82","MeG","ConvMask",99,97
"3598","L82","MeG","ConvNoMask",100,100
"3599","L82","MeG","ClearMask",94,NA
"3600","L82","MeG","ConvMask",91,NA
"3601","L82","MeG","ConvNoMask",98,NA
"3602","L82","TC","ClearMask",100,90
"3603","L82","TC","ConvMask",95,94
"3604","L82","TC","ConvNoMask",100,100
"3605","L82","TC","ClearMask",83,NA
"3606","L82","TC","ConvMask",83,NA
"3607","L82","TC","ConvNoMask",84,NA
"3608","L82","TC","ClearMask",84,NA
"3609","L82","TC","ConvMask",93,NA
"3610","L82","TC","ConvNoMask",100,NA
"3611","L82","TC","ClearMask",100,NA
"3612","L82","TC","ConvMask",100,NA
"3613","L82","TC","ConvNoMask",100,NA
"3614","L82","TC","ClearMask",100,NA
"3615","L82","TC","ConvMask",100,NA
"3616","L82","TC","ConvNoMask",100,NA
"3617","L83","BR","ClearMask",100,NA
"3618","L83","BR","ConvMask",100,NA
"3619","L83","BR","ConvNoMask",100,NA
"3620","L83","BR","ClearMask",100,NA
"3621","L83","BR","ConvMask",100,NA
"3622","L83","BR","ConvNoMask",100,NA
"3623","L83","BR","ClearMask",100,NA
"3624","L83","BR","ConvMask",100,NA
"3625","L83","BR","ConvNoMask",100,NA
"3626","L83","BR","ClearMask",100,NA
"3627","L83","BR","ConvMask",100,NA
"3628","L83","BR","ConvNoMask",100,NA
"3629","L83","BR","ClearMask",100,98
"3630","L83","BR","ConvMask",100,98
"3631","L83","BR","ConvNoMask",100,99
"3632","L83","PB","ClearMask",100,NA
"3633","L83","PB","ConvMask",100,NA
"3634","L83","PB","ConvNoMask",100,NA
"3635","L83","PB","ClearMask",100,NA
"3636","L83","PB","ConvMask",100,NA
"3637","L83","PB","ConvNoMask",100,NA
"3638","L83","PB","ClearMask",100,NA
"3639","L83","PB","ConvMask",100,NA
"3640","L83","PB","ConvNoMask",100,NA
"3641","L83","PB","ClearMask",100,100
"3642","L83","PB","ConvMask",100,99
"3643","L83","PB","ConvNoMask",100,100
"3644","L83","PB","ClearMask",100,NA
"3645","L83","PB","ConvMask",100,NA
"3646","L83","PB","ConvNoMask",100,NA
"3647","L83","SK","ClearMask",100,NA
"3648","L83","SK","ConvMask",100,NA
"3649","L83","SK","ConvNoMask",100,NA
"3650","L83","SK","ClearMask",100,NA
"3651","L83","SK","ConvMask",100,NA
"3652","L83","SK","ConvNoMask",100,NA
"3653","L83","SK","ClearMask",100,NA
"3654","L83","SK","ConvMask",100,NA
"3655","L83","SK","ConvNoMask",100,NA
"3656","L83","SK","ClearMask",98,NA
"3657","L83","SK","ConvMask",99,NA
"3658","L83","SK","ConvNoMask",100,NA
"3659","L83","SK","ClearMask",96,72
"3660","L83","SK","ConvMask",100,82
"3661","L83","SK","ConvNoMask",98,100
"3662","L84","CC","ClearMask",100,NA
"3663","L84","CC","ConvMask",88,NA
"3664","L84","CC","ConvNoMask",93,NA
"3665","L84","CC","ClearMask",86,89
"3666","L84","CC","ConvMask",74,87
"3667","L84","CC","ConvNoMask",94,90
"3668","L84","CC","ClearMask",88,NA
"3669","L84","CC","ConvMask",85,NA
"3670","L84","CC","ConvNoMask",89,NA
"3671","L84","CC","ClearMask",76,NA
"3672","L84","CC","ConvMask",71,NA
"3673","L84","CC","ConvNoMask",85,NA
"3674","L84","CC","ClearMask",93,NA
"3675","L84","CC","ConvMask",83,NA
"3676","L84","CC","ConvNoMask",90,NA
"3677","L84","MS","ClearMask",89,NA
"3678","L84","MS","ConvMask",85,NA
"3679","L84","MS","ConvNoMask",92,NA
"3680","L84","MS","ClearMask",96,NA
"3681","L84","MS","ConvMask",92,NA
"3682","L84","MS","ConvNoMask",95,NA
"3683","L84","MS","ClearMask",88,NA
"3684","L84","MS","ConvMask",91,NA
"3685","L84","MS","ConvNoMask",91,NA
"3686","L84","MS","ClearMask",96,NA
"3687","L84","MS","ConvMask",92,NA
"3688","L84","MS","ConvNoMask",89,NA
"3689","L84","MS","ClearMask",93,92
"3690","L84","MS","ConvMask",90,93
"3691","L84","MS","ConvNoMask",93,95
"3692","L84","SK","ClearMask",87,NA
"3693","L84","SK","ConvMask",88,NA
"3694","L84","SK","ConvNoMask",84,NA
"3695","L84","SK","ClearMask",85,NA
"3696","L84","SK","ConvMask",79,NA
"3697","L84","SK","ConvNoMask",82,NA
"3698","L84","SK","ClearMask",81,NA
"3699","L84","SK","ConvMask",77,NA
"3700","L84","SK","ConvNoMask",87,NA
"3701","L84","SK","ClearMask",76,67
"3702","L84","SK","ConvMask",66,58
"3703","L84","SK","ConvNoMask",84,75
"3704","L84","SK","ClearMask",81,NA
"3705","L84","SK","ConvMask",83,NA
"3706","L84","SK","ConvNoMask",76,NA
"3707","L85","AA","ClearMask",86,NA
"3708","L85","AA","ConvMask",87,NA
"3709","L85","AA","ConvNoMask",87,NA
"3710","L85","AA","ClearMask",80,NA
"3711","L85","AA","ConvMask",85,NA
"3712","L85","AA","ConvNoMask",87,NA
"3713","L85","AA","ClearMask",85,NA
"3714","L85","AA","ConvMask",100,NA
"3715","L85","AA","ConvNoMask",80,NA
"3716","L85","AA","ClearMask",72,NA
"3717","L85","AA","ConvMask",88,NA
"3718","L85","AA","ConvNoMask",95,NA
"3719","L85","AA","ClearMask",84,100
"3720","L85","AA","ConvMask",79,100
"3721","L85","AA","ConvNoMask",100,100
"3722","L85","MW","ClearMask",29,100
"3723","L85","MW","ConvMask",67,18
"3724","L85","MW","ConvNoMask",18,76
"3725","L85","MW","ClearMask",71,NA
"3726","L85","MW","ConvMask",37,NA
"3727","L85","MW","ConvNoMask",32,NA
"3728","L85","MW","ClearMask",63,NA
"3729","L85","MW","ConvMask",62,NA
"3730","L85","MW","ConvNoMask",19,NA
"3731","L85","MW","ClearMask",44,NA
"3732","L85","MW","ConvMask",75,NA
"3733","L85","MW","ConvNoMask",23,NA
"3734","L85","MW","ClearMask",21,NA
"3735","L85","MW","ConvMask",30,NA
"3736","L85","MW","ConvNoMask",26,NA
"3737","L85","RL","ClearMask",71,NA
"3738","L85","RL","ConvMask",100,NA
"3739","L85","RL","ConvNoMask",80,NA
"3740","L85","RL","ClearMask",31,100
"3741","L85","RL","ConvMask",73,100
"3742","L85","RL","ConvNoMask",79,100
"3743","L85","RL","ClearMask",100,NA
"3744","L85","RL","ConvMask",79,NA
"3745","L85","RL","ConvNoMask",87,NA
"3746","L85","RL","ClearMask",100,NA
"3747","L85","RL","ConvMask",100,NA
"3748","L85","RL","ConvNoMask",100,NA
"3749","L85","RL","ClearMask",83,NA
"3750","L85","RL","ConvMask",92,NA
"3751","L85","RL","ConvNoMask",81,NA
"3752","L86","DH","ClearMask",91,NA
"3753","L86","DH","ConvMask",95,NA
"3754","L86","DH","ConvNoMask",96,NA
"3755","L86","DH","ClearMask",94,NA
"3756","L86","DH","ConvMask",96,NA
"3757","L86","DH","ConvNoMask",91,NA
"3758","L86","DH","ClearMask",100,NA
"3759","L86","DH","ConvMask",92,NA
"3760","L86","DH","ConvNoMask",90,NA
"3761","L86","DH","ClearMask",95,NA
"3762","L86","DH","ConvMask",95,NA
"3763","L86","DH","ConvNoMask",95,NA
"3764","L86","DH","ClearMask",99,94
"3765","L86","DH","ConvMask",98,93
"3766","L86","DH","ConvNoMask",98,89
"3767","L86","EW","ClearMask",100,NA
"3768","L86","EW","ConvMask",77,NA
"3769","L86","EW","ConvNoMask",97,NA
"3770","L86","EW","ClearMask",100,100
"3771","L86","EW","ConvMask",87,86
"3772","L86","EW","ConvNoMask",97,100
"3773","L86","EW","ClearMask",100,NA
"3774","L86","EW","ConvMask",93,NA
"3775","L86","EW","ConvNoMask",100,NA
"3776","L86","EW","ClearMask",100,NA
"3777","L86","EW","ConvMask",78,NA
"3778","L86","EW","ConvNoMask",78,NA
"3779","L86","EW","ClearMask",100,NA
"3780","L86","EW","ConvMask",86,NA
"3781","L86","EW","ConvNoMask",98,NA
"3782","L86","MW","ClearMask",99,NA
"3783","L86","MW","ConvMask",91,NA
"3784","L86","MW","ConvNoMask",89,NA
"3785","L86","MW","ClearMask",100,NA
"3786","L86","MW","ConvMask",98,NA
"3787","L86","MW","ConvNoMask",94,NA
"3788","L86","MW","ClearMask",87,84
"3789","L86","MW","ConvMask",81,83
"3790","L86","MW","ConvNoMask",90,100
"3791","L86","MW","ClearMask",85,NA
"3792","L86","MW","ConvMask",89,NA
"3793","L86","MW","ConvNoMask",93,NA
"3794","L86","MW","ClearMask",97,NA
"3795","L86","MW","ConvMask",98,NA
"3796","L86","MW","ConvNoMask",94,NA
"3797","L87","AA","ClearMask",100,100
"3798","L87","AA","ConvMask",100,100
"3799","L87","AA","ConvNoMask",100,100
"3800","L87","AA","ClearMask",100,NA
"3801","L87","AA","ConvMask",100,NA
"3802","L87","AA","ConvNoMask",100,NA
"3803","L87","AA","ClearMask",100,NA
"3804","L87","AA","ConvMask",100,NA
"3805","L87","AA","ConvNoMask",100,NA
"3806","L87","AA","ClearMask",100,NA
"3807","L87","AA","ConvMask",100,NA
"3808","L87","AA","ConvNoMask",100,NA
"3809","L87","AA","ClearMask",100,NA
"3810","L87","AA","ConvMask",100,NA
"3811","L87","AA","ConvNoMask",100,NA
"3812","L87","CC","ClearMask",100,NA
"3813","L87","CC","ConvMask",100,NA
"3814","L87","CC","ConvNoMask",100,NA
"3815","L87","CC","ClearMask",100,NA
"3816","L87","CC","ConvMask",100,NA
"3817","L87","CC","ConvNoMask",100,NA
"3818","L87","CC","ClearMask",100,100
"3819","L87","CC","ConvMask",100,100
"3820","L87","CC","ConvNoMask",100,100
"3821","L87","CC","ClearMask",100,NA
"3822","L87","CC","ConvMask",100,NA
"3823","L87","CC","ConvNoMask",100,NA
"3824","L87","CC","ClearMask",100,NA
"3825","L87","CC","ConvMask",100,NA
"3826","L87","CC","ConvNoMask",100,NA
"3827","L87","MaG","ClearMask",100,NA
"3828","L87","MaG","ConvMask",100,NA
"3829","L87","MaG","ConvNoMask",100,NA
"3830","L87","MaG","ClearMask",100,NA
"3831","L87","MaG","ConvMask",100,NA
"3832","L87","MaG","ConvNoMask",88,NA
"3833","L87","MaG","ClearMask",100,NA
"3834","L87","MaG","ConvMask",100,NA
"3835","L87","MaG","ConvNoMask",100,NA
"3836","L87","MaG","ClearMask",100,NA
"3837","L87","MaG","ConvMask",100,NA
"3838","L87","MaG","ConvNoMask",100,NA
"3839","L87","MaG","ClearMask",100,93
"3840","L87","MaG","ConvMask",100,100
"3841","L87","MaG","ConvNoMask",100,100
"3842","L9","AA","ClearMask",100,NA
"3843","L9","AA","ConvMask",100,NA
"3844","L9","AA","ConvNoMask",100,NA
"3845","L9","AA","ClearMask",100,NA
"3846","L9","AA","ConvMask",96,NA
"3847","L9","AA","ConvNoMask",100,NA
"3848","L9","AA","ClearMask",100,100
"3849","L9","AA","ConvMask",100,100
"3850","L9","AA","ConvNoMask",100,100
"3851","L9","AA","ClearMask",100,NA
"3852","L9","AA","ConvMask",100,NA
"3853","L9","AA","ConvNoMask",100,NA
"3854","L9","AA","ClearMask",100,NA
"3855","L9","AA","ConvMask",100,NA
"3856","L9","AA","ConvNoMask",100,NA
"3857","L9","MaG","ClearMask",100,NA
"3858","L9","MaG","ConvMask",100,NA
"3859","L9","MaG","ConvNoMask",100,NA
"3860","L9","MaG","ClearMask",100,NA
"3861","L9","MaG","ConvMask",89,NA
"3862","L9","MaG","ConvNoMask",77,NA
"3863","L9","MaG","ClearMask",100,NA
"3864","L9","MaG","ConvMask",100,NA
"3865","L9","MaG","ConvNoMask",100,NA
"3866","L9","MaG","ClearMask",100,NA
"3867","L9","MaG","ConvMask",95,NA
"3868","L9","MaG","ConvNoMask",100,NA
"3869","L9","MaG","ClearMask",100,100
"3870","L9","MaG","ConvMask",100,100
"3871","L9","MaG","ConvNoMask",89,100
"3872","L9","MW","ClearMask",100,NA
"3873","L9","MW","ConvMask",100,NA
"3874","L9","MW","ConvNoMask",100,NA
"3875","L9","MW","ClearMask",100,NA
"3876","L9","MW","ConvMask",51,NA
"3877","L9","MW","ConvNoMask",100,NA
"3878","L9","MW","ClearMask",66,NA
"3879","L9","MW","ConvMask",91,NA
"3880","L9","MW","ConvNoMask",100,NA
"3881","L9","MW","ClearMask",100,NA
"3882","L9","MW","ConvMask",59,NA
"3883","L9","MW","ConvNoMask",100,NA
"3884","L9","MW","ClearMask",91,92
"3885","L9","MW","ConvMask",91,100
"3886","L9","MW","ConvNoMask",84,100
