"","ID","speakerID","condition","VAS","relVAS"
"1","L1","HH","ClearMask",97,NA
"2","L1","HH","ConvMask",71,NA
"3","L1","HH","ConvNoMask",84,NA
"4","L1","HH","ClearMask",95,NA
"5","L1","HH","ConvMask",74,NA
"6","L1","HH","ConvNoMask",94,NA
"7","L1","HH","ClearMask",91,NA
"8","L1","HH","ConvMask",78,NA
"9","L1","HH","ConvNoMask",85,NA
"10","L1","HH","ClearMask",90,NA
"11","L1","HH","ConvMask",85,NA
"12","L1","HH","ConvNoMask",81,NA
"13","L1","HH","ClearMask",89,75
"14","L1","HH","ConvMask",80,84
"15","L1","HH","ConvNoMask",79,91
"16","L1","MS","ClearMask",99,NA
"17","L1","MS","ConvMask",100,NA
"18","L1","MS","ConvNoMask",99,NA
"19","L1","MS","ClearMask",96,NA
"20","L1","MS","ConvMask",91,NA
"21","L1","MS","ConvNoMask",94,NA
"22","L1","MS","ClearMask",100,90
"23","L1","MS","ConvMask",93,91
"24","L1","MS","ConvNoMask",100,91
"25","L1","MS","ClearMask",92,NA
"26","L1","MS","ConvMask",83,NA
"27","L1","MS","ConvNoMask",93,NA
"28","L1","MS","ClearMask",88,NA
"29","L1","MS","ConvMask",94,NA
"30","L1","MS","ConvNoMask",94,NA
"31","L1","SK","ClearMask",100,NA
"32","L1","SK","ConvMask",63,NA
"33","L1","SK","ConvNoMask",98,NA
"34","L1","SK","ClearMask",94,70
"35","L1","SK","ConvMask",95,87
"36","L1","SK","ConvNoMask",87,91
"37","L1","SK","ClearMask",92,NA
"38","L1","SK","ConvMask",97,NA
"39","L1","SK","ConvNoMask",96,NA
"40","L1","SK","ClearMask",94,NA
"41","L1","SK","ConvMask",59,NA
"42","L1","SK","ConvNoMask",97,NA
"43","L1","SK","ClearMask",97,NA
"44","L1","SK","ConvMask",98,NA
"45","L1","SK","ConvNoMask",100,NA
"46","L10","DH","ClearMask",100,NA
"47","L10","DH","ConvMask",98,NA
"48","L10","DH","ConvNoMask",94,NA
"49","L10","DH","ClearMask",65,80
"50","L10","DH","ConvMask",98,60
"51","L10","DH","ConvNoMask",98,71
"52","L10","DH","ClearMask",100,NA
"53","L10","DH","ConvMask",94,NA
"54","L10","DH","ConvNoMask",100,NA
"55","L10","DH","ClearMask",85,NA
"56","L10","DH","ConvMask",98,NA
"57","L10","DH","ConvNoMask",98,NA
"58","L10","DH","ClearMask",100,NA
"59","L10","DH","ConvMask",94,NA
"60","L10","DH","ConvNoMask",97,NA
"61","L10","MS","ClearMask",100,NA
"62","L10","MS","ConvMask",98,NA
"63","L10","MS","ConvNoMask",100,NA
"64","L10","MS","ClearMask",100,NA
"65","L10","MS","ConvMask",94,NA
"66","L10","MS","ConvNoMask",98,NA
"67","L10","MS","ClearMask",100,NA
"68","L10","MS","ConvMask",99,NA
"69","L10","MS","ConvNoMask",100,NA
"70","L10","MS","ClearMask",100,NA
"71","L10","MS","ConvMask",99,NA
"72","L10","MS","ConvNoMask",100,NA
"73","L10","MS","ClearMask",100,100
"74","L10","MS","ConvMask",100,100
"75","L10","MS","ConvNoMask",100,100
"76","L10","PB","ClearMask",98,NA
"77","L10","PB","ConvMask",100,NA
"78","L10","PB","ConvNoMask",100,NA
"79","L10","PB","ClearMask",99,100
"80","L10","PB","ConvMask",97,99
"81","L10","PB","ConvNoMask",100,100
"82","L10","PB","ClearMask",100,NA
"83","L10","PB","ConvMask",99,NA
"84","L10","PB","ConvNoMask",100,NA
"85","L10","PB","ClearMask",97,NA
"86","L10","PB","ConvMask",95,NA
"87","L10","PB","ConvNoMask",100,NA
"88","L10","PB","ClearMask",100,NA
"89","L10","PB","ConvMask",100,NA
"90","L10","PB","ConvNoMask",100,NA
"91","L11","HH","ClearMask",100,NA
"92","L11","HH","ConvMask",100,NA
"93","L11","HH","ConvNoMask",100,NA
"94","L11","HH","ClearMask",72,NA
"95","L11","HH","ConvMask",51,NA
"96","L11","HH","ConvNoMask",87,NA
"97","L11","HH","ClearMask",100,100
"98","L11","HH","ConvMask",51,84
"99","L11","HH","ConvNoMask",100,84
"100","L11","HH","ClearMask",100,NA
"101","L11","HH","ConvMask",72,NA
"102","L11","HH","ConvNoMask",90,NA
"103","L11","HH","ClearMask",100,NA
"104","L11","HH","ConvMask",100,NA
"105","L11","HH","ConvNoMask",100,NA
"106","L11","RL","ClearMask",100,NA
"107","L11","RL","ConvMask",100,NA
"108","L11","RL","ConvNoMask",100,NA
"109","L11","RL","ClearMask",100,NA
"110","L11","RL","ConvMask",100,NA
"111","L11","RL","ConvNoMask",100,NA
"112","L11","RL","ClearMask",100,NA
"113","L11","RL","ConvMask",100,NA
"114","L11","RL","ConvNoMask",100,NA
"115","L11","RL","ClearMask",100,100
"116","L11","RL","ConvMask",100,100
"117","L11","RL","ConvNoMask",100,100
"118","L11","RL","ClearMask",100,NA
"119","L11","RL","ConvMask",100,NA
"120","L11","RL","ConvNoMask",100,NA
"121","L11","TC","ClearMask",100,100
"122","L11","TC","ConvMask",87,100
"123","L11","TC","ConvNoMask",100,100
"124","L11","TC","ClearMask",100,NA
"125","L11","TC","ConvMask",73,NA
"126","L11","TC","ConvNoMask",100,NA
"127","L11","TC","ClearMask",100,NA
"128","L11","TC","ConvMask",77,NA
"129","L11","TC","ConvNoMask",100,NA
"130","L11","TC","ClearMask",100,NA
"131","L11","TC","ConvMask",100,NA
"132","L11","TC","ConvNoMask",100,NA
"133","L11","TC","ClearMask",81,NA
"134","L11","TC","ConvMask",100,NA
"135","L11","TC","ConvNoMask",100,NA
"136","L12","HH","ClearMask",54,NA
"137","L12","HH","ConvMask",54,NA
"138","L12","HH","ConvNoMask",55,NA
"139","L12","HH","ClearMask",40,NA
"140","L12","HH","ConvMask",63,NA
"141","L12","HH","ConvNoMask",86,NA
"142","L12","HH","ClearMask",91,84
"143","L12","HH","ConvMask",79,69
"144","L12","HH","ConvNoMask",79,79
"145","L12","HH","ClearMask",80,NA
"146","L12","HH","ConvMask",54,NA
"147","L12","HH","ConvNoMask",54,NA
"148","L12","HH","ClearMask",76,NA
"149","L12","HH","ConvMask",68,NA
"150","L12","HH","ConvNoMask",68,NA
"151","L12","MaG","ClearMask",100,100
"152","L12","MaG","ConvMask",100,97
"153","L12","MaG","ConvNoMask",100,100
"154","L12","MaG","ClearMask",100,NA
"155","L12","MaG","ConvMask",96,NA
"156","L12","MaG","ConvNoMask",100,NA
"157","L12","MaG","ClearMask",100,NA
"158","L12","MaG","ConvMask",100,NA
"159","L12","MaG","ConvNoMask",100,NA
"160","L12","MaG","ClearMask",100,NA
"161","L12","MaG","ConvMask",100,NA
"162","L12","MaG","ConvNoMask",90,NA
"163","L12","MaG","ClearMask",100,NA
"164","L12","MaG","ConvMask",93,NA
"165","L12","MaG","ConvNoMask",100,NA
"166","L12","RL","ClearMask",83,100
"167","L12","RL","ConvMask",100,100
"168","L12","RL","ConvNoMask",100,100
"169","L12","RL","ClearMask",96,NA
"170","L12","RL","ConvMask",95,NA
"171","L12","RL","ConvNoMask",95,NA
"172","L12","RL","ClearMask",94,NA
"173","L12","RL","ConvMask",95,NA
"174","L12","RL","ConvNoMask",94,NA
"175","L12","RL","ClearMask",95,NA
"176","L12","RL","ConvMask",100,NA
"177","L12","RL","ConvNoMask",95,NA
"178","L12","RL","ClearMask",84,NA
"179","L12","RL","ConvMask",83,NA
"180","L12","RL","ConvNoMask",93,NA
"181","L13","MW","ClearMask",100,NA
"182","L13","MW","ConvMask",100,NA
"183","L13","MW","ConvNoMask",100,NA
"184","L13","MW","ClearMask",100,100
"185","L13","MW","ConvMask",100,99
"186","L13","MW","ConvNoMask",100,100
"187","L13","MW","ClearMask",100,NA
"188","L13","MW","ConvMask",100,NA
"189","L13","MW","ConvNoMask",100,NA
"190","L13","MW","ClearMask",98,NA
"191","L13","MW","ConvMask",95,NA
"192","L13","MW","ConvNoMask",97,NA
"193","L13","MW","ClearMask",100,NA
"194","L13","MW","ConvMask",100,NA
"195","L13","MW","ConvNoMask",100,NA
"196","L13","PB","ClearMask",100,NA
"197","L13","PB","ConvMask",100,NA
"198","L13","PB","ConvNoMask",100,NA
"199","L13","PB","ClearMask",100,NA
"200","L13","PB","ConvMask",100,NA
"201","L13","PB","ConvNoMask",100,NA
"202","L13","PB","ClearMask",100,100
"203","L13","PB","ConvMask",100,100
"204","L13","PB","ConvNoMask",100,100
"205","L13","PB","ClearMask",100,NA
"206","L13","PB","ConvMask",100,NA
"207","L13","PB","ConvNoMask",100,NA
"208","L13","PB","ClearMask",100,NA
"209","L13","PB","ConvMask",100,NA
"210","L13","PB","ConvNoMask",100,NA
"211","L13","TC","ClearMask",100,NA
"212","L13","TC","ConvMask",100,NA
"213","L13","TC","ConvNoMask",100,NA
"214","L13","TC","ClearMask",100,NA
"215","L13","TC","ConvMask",100,NA
"216","L13","TC","ConvNoMask",100,NA
"217","L13","TC","ClearMask",100,100
"218","L13","TC","ConvMask",100,100
"219","L13","TC","ConvNoMask",100,100
"220","L13","TC","ClearMask",100,NA
"221","L13","TC","ConvMask",99,NA
"222","L13","TC","ConvNoMask",100,NA
"223","L13","TC","ClearMask",100,NA
"224","L13","TC","ConvMask",100,NA
"225","L13","TC","ConvNoMask",100,NA
"226","L14","CC","ClearMask",100,NA
"227","L14","CC","ConvMask",80,NA
"228","L14","CC","ConvNoMask",100,NA
"229","L14","CC","ClearMask",100,NA
"230","L14","CC","ConvMask",98,NA
"231","L14","CC","ConvNoMask",100,NA
"232","L14","CC","ClearMask",100,NA
"233","L14","CC","ConvMask",100,NA
"234","L14","CC","ConvNoMask",99,NA
"235","L14","CC","ClearMask",100,NA
"236","L14","CC","ConvMask",89,NA
"237","L14","CC","ConvNoMask",66,NA
"238","L14","CC","ClearMask",100,100
"239","L14","CC","ConvMask",85,99
"240","L14","CC","ConvNoMask",100,96
"241","L14","EW","ClearMask",100,NA
"242","L14","EW","ConvMask",77,NA
"243","L14","EW","ConvNoMask",83,NA
"244","L14","EW","ClearMask",100,100
"245","L14","EW","ConvMask",100,97
"246","L14","EW","ConvNoMask",100,97
"247","L14","EW","ClearMask",100,NA
"248","L14","EW","ConvMask",97,NA
"249","L14","EW","ConvNoMask",99,NA
"250","L14","EW","ClearMask",100,NA
"251","L14","EW","ConvMask",85,NA
"252","L14","EW","ConvNoMask",90,NA
"253","L14","EW","ClearMask",100,NA
"254","L14","EW","ConvMask",99,NA
"255","L14","EW","ConvNoMask",99,NA
"256","L14","TC","ClearMask",68,NA
"257","L14","TC","ConvMask",100,NA
"258","L14","TC","ConvNoMask",100,NA
"259","L14","TC","ClearMask",59,NA
"260","L14","TC","ConvMask",56,NA
"261","L14","TC","ConvNoMask",67,NA
"262","L14","TC","ClearMask",61,NA
"263","L14","TC","ConvMask",73,NA
"264","L14","TC","ConvNoMask",97,NA
"265","L14","TC","ClearMask",100,NA
"266","L14","TC","ConvMask",95,NA
"267","L14","TC","ConvNoMask",98,NA
"268","L14","TC","ClearMask",100,96
"269","L14","TC","ConvMask",85,95
"270","L14","TC","ConvNoMask",98,96
"271","L15","CC","ClearMask",100,NA
"272","L15","CC","ConvMask",100,NA
"273","L15","CC","ConvNoMask",100,NA
"274","L15","CC","ClearMask",100,NA
"275","L15","CC","ConvMask",100,NA
"276","L15","CC","ConvNoMask",100,NA
"277","L15","CC","ClearMask",100,100
"278","L15","CC","ConvMask",100,100
"279","L15","CC","ConvNoMask",100,100
"280","L15","CC","ClearMask",100,NA
"281","L15","CC","ConvMask",100,NA
"282","L15","CC","ConvNoMask",100,NA
"283","L15","CC","ClearMask",100,NA
"284","L15","CC","ConvMask",100,NA
"285","L15","CC","ConvNoMask",100,NA
"286","L15","EW","ClearMask",100,NA
"287","L15","EW","ConvMask",67,NA
"288","L15","EW","ConvNoMask",82,NA
"289","L15","EW","ClearMask",100,NA
"290","L15","EW","ConvMask",76,NA
"291","L15","EW","ConvNoMask",88,NA
"292","L15","EW","ClearMask",100,NA
"293","L15","EW","ConvMask",86,NA
"294","L15","EW","ConvNoMask",94,NA
"295","L15","EW","ClearMask",100,NA
"296","L15","EW","ConvMask",96,NA
"297","L15","EW","ConvNoMask",88,NA
"298","L15","EW","ClearMask",100,100
"299","L15","EW","ConvMask",76,74
"300","L15","EW","ConvNoMask",74,82
"301","L15","MS","ClearMask",100,NA
"302","L15","MS","ConvMask",100,NA
"303","L15","MS","ConvNoMask",100,NA
"304","L15","MS","ClearMask",100,NA
"305","L15","MS","ConvMask",100,NA
"306","L15","MS","ConvNoMask",100,NA
"307","L15","MS","ClearMask",100,NA
"308","L15","MS","ConvMask",100,NA
"309","L15","MS","ConvNoMask",100,NA
"310","L15","MS","ClearMask",100,100
"311","L15","MS","ConvMask",100,100
"312","L15","MS","ConvNoMask",100,100
"313","L15","MS","ClearMask",100,NA
"314","L15","MS","ConvMask",100,NA
"315","L15","MS","ConvNoMask",100,NA
"316","L16","AA","ClearMask",100,100
"317","L16","AA","ConvMask",100,100
"318","L16","AA","ConvNoMask",100,100
"319","L16","AA","ClearMask",100,NA
"320","L16","AA","ConvMask",100,NA
"321","L16","AA","ConvNoMask",100,NA
"322","L16","AA","ClearMask",100,NA
"323","L16","AA","ConvMask",100,NA
"324","L16","AA","ConvNoMask",100,NA
"325","L16","AA","ClearMask",100,NA
"326","L16","AA","ConvMask",88,NA
"327","L16","AA","ConvNoMask",100,NA
"328","L16","AA","ClearMask",100,NA
"329","L16","AA","ConvMask",100,NA
"330","L16","AA","ConvNoMask",100,NA
"331","L16","RL","ClearMask",100,NA
"332","L16","RL","ConvMask",100,NA
"333","L16","RL","ConvNoMask",100,NA
"334","L16","RL","ClearMask",100,100
"335","L16","RL","ConvMask",100,83
"336","L16","RL","ConvNoMask",100,100
"337","L16","RL","ClearMask",100,NA
"338","L16","RL","ConvMask",100,NA
"339","L16","RL","ConvNoMask",100,NA
"340","L16","RL","ClearMask",100,NA
"341","L16","RL","ConvMask",100,NA
"342","L16","RL","ConvNoMask",100,NA
"343","L16","RL","ClearMask",100,NA
"344","L16","RL","ConvMask",100,NA
"345","L16","RL","ConvNoMask",100,NA
"346","L16","TC","ClearMask",100,100
"347","L16","TC","ConvMask",100,100
"348","L16","TC","ConvNoMask",100,100
"349","L16","TC","ClearMask",100,NA
"350","L16","TC","ConvMask",100,NA
"351","L16","TC","ConvNoMask",100,NA
"352","L16","TC","ClearMask",93,NA
"353","L16","TC","ConvMask",70,NA
"354","L16","TC","ConvNoMask",100,NA
"355","L16","TC","ClearMask",100,NA
"356","L16","TC","ConvMask",81,NA
"357","L16","TC","ConvNoMask",100,NA
"358","L16","TC","ClearMask",100,NA
"359","L16","TC","ConvMask",100,NA
"360","L16","TC","ConvNoMask",100,NA
"361","L17","EW","ClearMask",100,NA
"362","L17","EW","ConvMask",100,NA
"363","L17","EW","ConvNoMask",100,NA
"364","L17","EW","ClearMask",100,NA
"365","L17","EW","ConvMask",100,NA
"366","L17","EW","ConvNoMask",81,NA
"367","L17","EW","ClearMask",100,NA
"368","L17","EW","ConvMask",100,NA
"369","L17","EW","ConvNoMask",100,NA
"370","L17","EW","ClearMask",100,NA
"371","L17","EW","ConvMask",100,NA
"372","L17","EW","ConvNoMask",100,NA
"373","L17","EW","ClearMask",100,100
"374","L17","EW","ConvMask",100,100
"375","L17","EW","ConvNoMask",100,100
"376","L17","HH","ClearMask",99,NA
"377","L17","HH","ConvMask",100,NA
"378","L17","HH","ConvNoMask",94,NA
"379","L17","HH","ClearMask",100,NA
"380","L17","HH","ConvMask",86,NA
"381","L17","HH","ConvNoMask",100,NA
"382","L17","HH","ClearMask",100,NA
"383","L17","HH","ConvMask",79,NA
"384","L17","HH","ConvNoMask",100,NA
"385","L17","HH","ClearMask",100,100
"386","L17","HH","ConvMask",100,100
"387","L17","HH","ConvNoMask",78,100
"388","L17","HH","ClearMask",100,NA
"389","L17","HH","ConvMask",77,NA
"390","L17","HH","ConvNoMask",100,NA
"391","L17","PB","ClearMask",100,NA
"392","L17","PB","ConvMask",100,NA
"393","L17","PB","ConvNoMask",100,NA
"394","L17","PB","ClearMask",100,100
"395","L17","PB","ConvMask",100,100
"396","L17","PB","ConvNoMask",100,100
"397","L17","PB","ClearMask",100,NA
"398","L17","PB","ConvMask",100,NA
"399","L17","PB","ConvNoMask",100,NA
"400","L17","PB","ClearMask",100,NA
"401","L17","PB","ConvMask",100,NA
"402","L17","PB","ConvNoMask",100,NA
"403","L17","PB","ClearMask",100,NA
"404","L17","PB","ConvMask",100,NA
"405","L17","PB","ConvNoMask",100,NA
"406","L18","DH","ClearMask",100,NA
"407","L18","DH","ConvMask",61,NA
"408","L18","DH","ConvNoMask",100,NA
"409","L18","DH","ClearMask",100,NA
"410","L18","DH","ConvMask",42,NA
"411","L18","DH","ConvNoMask",100,NA
"412","L18","DH","ClearMask",100,NA
"413","L18","DH","ConvMask",100,NA
"414","L18","DH","ConvNoMask",100,NA
"415","L18","DH","ClearMask",100,97
"416","L18","DH","ConvMask",100,62
"417","L18","DH","ConvNoMask",100,100
"418","L18","DH","ClearMask",100,NA
"419","L18","DH","ConvMask",100,NA
"420","L18","DH","ConvNoMask",100,NA
"421","L18","MaG","ClearMask",100,NA
"422","L18","MaG","ConvMask",49,NA
"423","L18","MaG","ConvNoMask",100,NA
"424","L18","MaG","ClearMask",100,100
"425","L18","MaG","ConvMask",61,87
"426","L18","MaG","ConvNoMask",100,99
"427","L18","SK","ClearMask",100,100
"428","L18","SK","ConvMask",100,100
"429","L18","SK","ConvNoMask",100,100
"430","L18","SK","ClearMask",83,NA
"431","L18","SK","ConvMask",41,NA
"432","L18","SK","ConvNoMask",83,NA
"433","L18","SK","ClearMask",100,NA
"434","L18","SK","ConvMask",100,NA
"435","L18","SK","ConvNoMask",49,NA
"436","L18","SK","ClearMask",100,NA
"437","L18","SK","ConvMask",100,NA
"438","L18","SK","ConvNoMask",74,NA
"439","L18","SK","ClearMask",100,NA
"440","L18","SK","ConvMask",100,NA
"441","L18","SK","ConvNoMask",100,NA
"442","L19","CC","ClearMask",100,NA
"443","L19","CC","ConvMask",100,NA
"444","L19","CC","ConvNoMask",100,NA
"445","L19","CC","ClearMask",100,NA
"446","L19","CC","ConvMask",100,NA
"447","L19","CC","ConvNoMask",100,NA
"448","L19","CC","ClearMask",100,100
"449","L19","CC","ConvMask",100,100
"450","L19","CC","ConvNoMask",100,100
"451","L19","CC","ClearMask",100,NA
"452","L19","CC","ConvMask",100,NA
"453","L19","CC","ConvNoMask",100,NA
"454","L19","CC","ClearMask",100,NA
"455","L19","CC","ConvMask",100,NA
"456","L19","CC","ConvNoMask",100,NA
"457","L19","RL","ClearMask",100,NA
"458","L19","RL","ConvMask",100,NA
"459","L19","RL","ConvNoMask",100,NA
"460","L19","RL","ClearMask",100,NA
"461","L19","RL","ConvMask",79,NA
"462","L19","RL","ConvNoMask",100,NA
"463","L19","RL","ClearMask",88,100
"464","L19","RL","ConvMask",89,100
"465","L19","RL","ConvNoMask",86,100
"466","L19","RL","ClearMask",100,NA
"467","L19","RL","ConvMask",100,NA
"468","L19","RL","ConvNoMask",100,NA
"469","L19","RL","ClearMask",75,NA
"470","L19","RL","ConvMask",71,NA
"471","L19","RL","ConvNoMask",100,NA
"472","L19","TC","ClearMask",79,NA
"473","L19","TC","ConvMask",76,NA
"474","L19","TC","ConvNoMask",100,NA
"475","L19","TC","ClearMask",99,NA
"476","L19","TC","ConvMask",56,67
"477","L19","TC","ClearMask",83,NA
"478","L19","TC","ConvMask",60,NA
"479","L19","TC","ConvNoMask",100,NA
"480","L19","TC","ClearMask",59,NA
"481","L19","TC","ConvMask",30,NA
"482","L19","TC","ConvNoMask",100,NA
"483","L19","TC","ClearMask",100,NA
"484","L19","TC","ConvMask",100,NA
"485","L19","TC","ConvNoMask",100,NA
"486","L2","MaG","ClearMask",100,NA
"487","L2","MaG","ConvMask",100,NA
"488","L2","MaG","ConvNoMask",100,NA
"489","L2","MaG","ClearMask",100,NA
"490","L2","MaG","ConvMask",100,NA
"491","L2","MaG","ConvNoMask",100,NA
"492","L2","MaG","ClearMask",100,NA
"493","L2","MaG","ConvMask",100,NA
"494","L2","MaG","ConvNoMask",100,NA
"495","L2","MaG","ClearMask",100,NA
"496","L2","MaG","ConvMask",74,NA
"497","L2","MaG","ConvNoMask",100,NA
"498","L2","MaG","ClearMask",100,100
"499","L2","MaG","ConvMask",78,100
"500","L2","MaG","ConvNoMask",100,100
"501","L2","MW","ClearMask",87,NA
"502","L2","MW","ConvMask",86,NA
"503","L2","MW","ConvNoMask",86,NA
"504","L2","MW","ClearMask",59,NA
"505","L2","MW","ConvMask",48,NA
"506","L2","MW","ConvNoMask",100,NA
"507","L2","MW","ClearMask",75,100
"508","L2","MW","ConvMask",59,36
"509","L2","MW","ConvNoMask",97,84
"510","L2","MW","ClearMask",73,NA
"511","L2","MW","ConvMask",57,NA
"512","L2","MW","ConvNoMask",76,NA
"513","L2","RL","ClearMask",100,NA
"514","L2","RL","ConvMask",100,NA
"515","L2","RL","ConvNoMask",100,NA
"516","L2","RL","ClearMask",100,100
"517","L2","RL","ConvMask",100,100
"518","L2","RL","ConvNoMask",100,100
"519","L2","RL","ClearMask",100,NA
"520","L2","RL","ConvMask",100,NA
"521","L2","RL","ConvNoMask",100,NA
"522","L2","RL","ClearMask",100,NA
"523","L2","RL","ConvMask",100,NA
"524","L2","RL","ConvNoMask",100,NA
"525","L2","RL","ClearMask",100,NA
"526","L2","RL","ConvMask",100,NA
"527","L2","RL","ConvNoMask",100,NA
"528","L20","AA","ClearMask",100,NA
"529","L20","AA","ConvMask",100,NA
"530","L20","AA","ConvNoMask",98,NA
"531","L20","AA","ClearMask",100,NA
"532","L20","AA","ConvMask",100,NA
"533","L20","AA","ConvNoMask",100,NA
"534","L20","AA","ClearMask",97,NA
"535","L20","AA","ConvMask",100,NA
"536","L20","AA","ConvNoMask",100,NA
"537","L20","AA","ClearMask",100,NA
"538","L20","AA","ConvMask",100,NA
"539","L20","AA","ConvNoMask",100,NA
"540","L20","AA","ClearMask",100,100
"541","L20","AA","ConvMask",100,100
"542","L20","AA","ConvNoMask",100,100
"543","L20","MS","ClearMask",89,NA
"544","L20","MS","ConvMask",100,NA
"545","L20","MS","ConvNoMask",100,NA
"546","L20","MS","ClearMask",100,NA
"547","L20","MS","ConvMask",100,NA
"548","L20","MS","ConvNoMask",100,NA
"549","L20","MS","ClearMask",100,98
"550","L20","MS","ConvMask",100,95
"551","L20","MS","ConvNoMask",100,94
"552","L20","MS","ClearMask",100,NA
"553","L20","MS","ConvMask",100,NA
"554","L20","MS","ConvNoMask",100,NA
"555","L20","MS","ClearMask",100,NA
"556","L20","MS","ConvMask",100,NA
"557","L20","MS","ConvNoMask",100,NA
"558","L20","MW","ClearMask",83,NA
"559","L20","MW","ConvMask",84,NA
"560","L20","MW","ConvNoMask",85,NA
"561","L20","MW","ClearMask",100,NA
"562","L20","MW","ConvMask",100,NA
"563","L20","MW","ConvNoMask",100,NA
"564","L20","MW","ClearMask",86,NA
"565","L20","MW","ConvMask",81,NA
"566","L20","MW","ConvNoMask",80,NA
"567","L20","MW","ClearMask",80,NA
"568","L20","MW","ConvMask",82,NA
"569","L20","MW","ConvNoMask",82,NA
"570","L20","MW","ClearMask",88,73
"571","L20","MW","ConvMask",93,77
"572","L20","MW","ConvNoMask",87,79
"573","L21","MaG","ClearMask",100,NA
"574","L21","MaG","ConvMask",100,NA
"575","L21","MaG","ConvNoMask",100,NA
"576","L21","MaG","ClearMask",100,NA
"577","L21","MaG","ConvMask",100,NA
"578","L21","MaG","ConvNoMask",100,NA
"579","L21","MaG","ClearMask",100,NA
"580","L21","MaG","ConvMask",100,NA
"581","L21","MaG","ConvNoMask",100,NA
"582","L21","MaG","ClearMask",100,NA
"583","L21","MaG","ConvMask",88,NA
"584","L21","MaG","ConvNoMask",100,NA
"585","L21","MaG","ClearMask",100,100
"586","L21","MaG","ConvMask",100,92
"587","L21","MaG","ConvNoMask",100,100
"588","L21","MeG","ClearMask",100,NA
"589","L21","MeG","ConvMask",100,NA
"590","L21","MeG","ConvNoMask",100,NA
"591","L21","MeG","ClearMask",100,NA
"592","L21","MeG","ConvMask",92,NA
"593","L21","MeG","ConvNoMask",100,NA
"594","L21","MeG","ClearMask",100,100
"595","L21","MeG","ConvMask",84,89
"596","L21","MeG","ConvNoMask",100,100
"597","L21","MeG","ClearMask",83,NA
"598","L21","MeG","ConvMask",98,NA
"599","L21","MeG","ConvNoMask",90,NA
"600","L21","MeG","ClearMask",97,NA
"601","L21","MeG","ConvMask",87,NA
"602","L21","MeG","ConvNoMask",100,NA
"603","L21","PB","ClearMask",100,100
"604","L21","PB","ConvMask",100,100
"605","L21","PB","ConvNoMask",100,100
"606","L21","PB","ClearMask",100,NA
"607","L21","PB","ConvMask",100,NA
"608","L21","PB","ConvNoMask",100,NA
"609","L21","PB","ClearMask",100,NA
"610","L21","PB","ConvMask",100,NA
"611","L21","PB","ConvNoMask",100,NA
"612","L21","PB","ClearMask",97,NA
"613","L21","PB","ConvMask",89,NA
"614","L21","PB","ConvNoMask",100,NA
"615","L21","PB","ClearMask",100,NA
"616","L21","PB","ConvMask",100,NA
"617","L21","PB","ConvNoMask",100,NA
"618","L22","DH","ClearMask",78,NA
"619","L22","DH","ConvMask",33,NA
"620","L22","DH","ConvNoMask",58,NA
"621","L22","DH","ClearMask",57,NA
"622","L22","DH","ConvMask",59,NA
"623","L22","DH","ConvNoMask",62,NA
"624","L22","DH","ClearMask",86,29
"625","L22","DH","ConvMask",43,69
"626","L22","DH","ConvNoMask",59,80
"627","L22","DH","ClearMask",24,NA
"628","L22","DH","ConvMask",51,NA
"629","L22","DH","ConvNoMask",42,NA
"630","L22","DH","ClearMask",70,NA
"631","L22","DH","ConvMask",41,NA
"632","L22","DH","ConvNoMask",55,NA
"633","L22","HH","ClearMask",20,NA
"634","L22","HH","ConvMask",12,NA
"635","L22","HH","ConvNoMask",13,NA
"636","L22","HH","ClearMask",13,NA
"637","L22","HH","ConvMask",8,NA
"638","L22","HH","ConvNoMask",9,NA
"639","L22","HH","ClearMask",25,NA
"640","L22","HH","ConvMask",7,NA
"641","L22","HH","ConvNoMask",15,NA
"642","L22","HH","ClearMask",33,41
"643","L22","HH","ConvMask",32,20
"644","L22","HH","ConvNoMask",34,27
"645","L22","HH","ClearMask",34,NA
"646","L22","HH","ConvMask",27,NA
"647","L22","HH","ConvNoMask",21,NA
"648","L22","SK","ClearMask",59,NA
"649","L22","SK","ConvMask",27,NA
"650","L22","SK","ConvNoMask",99,NA
"651","L22","SK","ClearMask",27,NA
"652","L22","SK","ConvMask",11,NA
"653","L22","SK","ConvNoMask",43,NA
"654","L22","SK","ClearMask",64,NA
"655","L22","SK","ConvMask",33,NA
"656","L22","SK","ConvNoMask",93,NA
"657","L22","SK","ClearMask",42,NA
"658","L22","SK","ConvMask",14,NA
"659","L22","SK","ConvNoMask",97,NA
"660","L22","SK","ClearMask",33,57
"661","L22","SK","ConvMask",33,25
"662","L22","SK","ConvNoMask",56,95
"663","L23","CC","ClearMask",100,NA
"664","L23","CC","ConvMask",100,NA
"665","L23","CC","ConvNoMask",100,NA
"666","L23","CC","ClearMask",100,NA
"667","L23","CC","ConvMask",100,NA
"668","L23","CC","ConvNoMask",100,NA
"669","L23","CC","ClearMask",100,NA
"670","L23","CC","ConvMask",100,NA
"671","L23","CC","ConvNoMask",100,NA
"672","L23","CC","ClearMask",100,100
"673","L23","CC","ConvMask",100,100
"674","L23","CC","ConvNoMask",100,100
"675","L23","CC","ClearMask",100,NA
"676","L23","CC","ConvMask",100,NA
"677","L23","CC","ConvNoMask",100,NA
"678","L23","EW","ClearMask",100,100
"679","L23","EW","ConvMask",100,41
